,customerid,churn,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges_monthly,charges_total,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines
3999,5469-CTCWN,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,1,Electronic check,106.0,6547.7,Male,0,1,1,61,1,Yes
4000,5469-NUJUR,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.95,373.5,Male,0,0,0,19,1,No
4001,5472-CVMDX,No,DSL,Yes,No,Yes,Yes,No,No,Two year,0,Mailed check,38.9,2719.2,Female,0,0,0,68,0,No phone service
4002,5473-KHBPS,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,1,Credit card (automatic),95.7,4976.15,Female,0,1,1,52,1,Yes
4003,5474-LAMUQ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.1,533.9,Male,0,1,0,24,1,No
4004,5478-JJVZK,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Mailed check,60.9,2033.85,Female,0,0,0,33,1,Yes
4005,5480-HPRRX,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,25.3,77.75,Female,1,0,0,3,0,No phone service
4006,5480-TBGPH,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),99.3,2431.35,Female,0,1,0,24,1,No
4007,5480-XTFFL,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,21.0,697.7,Female,0,1,1,31,1,No
4008,5481-NTDOH,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),107.05,7142.5,Female,1,1,0,67,1,Yes
4009,5482-NUPNA,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,60.4,272.15,Female,0,0,0,4,1,No
4010,5482-PLVPE,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,24.35,41.85,Female,1,0,0,2,0,No phone service
4011,5482-VXSXJ,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Mailed check,93.2,2157.3,Male,0,0,0,22,1,No
4012,5485-ITNPC,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),85.9,5595.3,Male,0,1,0,66,1,No
4013,5485-WUYWF,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,0,Bank transfer (automatic),66.4,94.55,Male,1,0,0,2,1,No
4014,5493-SDRDQ,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,1,Mailed check,55.1,113.35,Male,0,0,0,2,1,No
4015,5494-HECPR,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.25,80.25,Female,0,0,0,1,1,No
4016,5494-WOZRZ,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),82.0,5999.85,Female,0,1,1,71,1,No
4017,5495-GPSRW,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.7,419.4,Male,0,0,0,20,1,No
4018,5498-IBWPI,No,DSL,No,No,No,Yes,No,No,One year,1,Credit card (automatic),49.4,3251.85,Female,0,1,1,66,1,No
4019,5498-TXHLF,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,0,Electronic check,87.45,2874.15,Female,0,1,1,34,1,Yes
4020,5499-ECUTN,No,DSL,Yes,No,Yes,No,Yes,No,One year,1,Credit card (automatic),66.05,3021.45,Female,0,1,0,47,1,No
4021,5499-MBERC,no info,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,29.6,79.45,Male,0,0,0,3,0,No phone service
4022,5501-TVMGM,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,55.25,55.25,Male,0,0,0,1,1,No
4023,5502-RLUYV,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,103.95,7446.9,Female,0,1,1,69,1,Yes
4024,5504-WSIUR,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,1,Bank transfer (automatic),90.25,6385.95,Female,0,0,0,70,1,Yes
4025,5505-OVWQW,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.15,353.65,Female,0,0,0,17,1,No
4026,5510-BOIUJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.25,19.25,Male,0,0,1,1,1,No
4027,5512-IDZEI,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,24.9,1174.8,Male,0,1,1,46,1,Yes
4028,5514-YQENT,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,111.15,4507.15,Male,0,0,1,41,1,No
4029,5515-AKOAJ,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,100.1,5440.9,Female,0,0,0,54,1,Yes
4030,5515-IDEJJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.9,19.9,Male,0,1,1,1,1,No
4031,5515-RUGKN,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),54.75,438.05,Male,0,0,0,8,1,No
4032,5519-NPHVG,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.2,1046.1,Female,0,0,0,12,1,Yes
4033,5519-TEEUH,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,20.15,682.15,Male,0,0,1,33,1,No
4034,5519-YLDGW,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,103.9,2254.2,Female,0,1,0,21,1,Yes
4035,5520-FVEWJ,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,84.5,916.9,Female,0,1,1,12,1,Yes
4036,5522-JBWMO,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.0,44,Male,0,0,1,1,1,No
4037,5522-NYKPB,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,0,Electronic check,85.9,2199.05,Male,0,1,1,25,1,No
4038,5524-KHNJP,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,0,Credit card (automatic),74.75,2453.3,Male,0,1,1,33,1,No
4039,5527-ACHSO,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,0,Mailed check,70.5,829.3,Female,0,0,0,11,1,No
4040,5529-GIBVH,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.15,1046.2,Female,0,0,0,47,1,No
4041,5533-NHFRF,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Electronic check,44.4,265.8,Male,1,0,0,7,0,No phone service
4042,5533-RJFTJ,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),30.2,1453.1,Male,0,0,0,49,0,No phone service
4043,5536-RTPWK,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),99.05,4853.75,Male,0,1,0,49,1,Yes
4044,5536-SLHPM,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,77.75,4458.15,Female,0,1,0,55,1,Yes
4045,5537-UXXVS,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.25,375.25,Female,0,1,0,20,1,No
4046,5539-HIVAK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,25.7,734.6,Female,1,1,0,28,1,Yes
4047,5539-TMZLF,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.75,69.75,Male,1,0,0,1,1,No
4048,5542-DHSXL,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Mailed check,54.7,235.05,Female,0,1,0,4,1,No
4049,5542-NKVRU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.75,844.45,Female,0,0,0,42,1,No
4050,5542-TBBWB,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.9,69.9,Male,0,0,0,1,1,No
4051,5543-QDCRY,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,56.4,234.85,Male,0,0,0,4,1,No
4052,5546-BYZSM,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.45,775.6,Female,0,0,0,41,1,No
4053,5546-QUERU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.95,257,Male,0,0,0,13,1,No
4054,5549-ZGHFB,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.95,1261.45,Male,0,1,1,50,1,Yes
4055,5550-VFRLC,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.85,69.85,Female,1,0,0,1,1,No
4056,5552-ZNFSJ,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.3,45.3,Male,0,0,0,1,1,No
4057,5553-AOINX,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,104.9,6891.45,Female,1,1,1,66,1,Yes
4058,5555-RNPGT,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),24.8,223.9,Male,0,0,1,10,1,Yes
4059,5561-NWEVX,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,79.2,172.85,Female,1,1,0,2,1,Yes
4060,5562-BETPV,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.65,19.65,Male,0,1,1,1,1,No
4061,5562-YJQGT,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.35,35.1,Female,0,0,0,2,1,No
4062,5564-NEMQO,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),75.3,75.3,Female,1,0,0,1,1,No
4063,5565-FILXA,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.15,1529.2,Female,1,0,0,16,1,Yes
4064,5566-SOEZD,No,Fiber optic,Yes,Yes,No,No,No,No,One year,1,Credit card (automatic),80.65,2209.75,Male,0,1,1,27,1,No
4065,5567-GZKQY,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.3,1131.5,Male,0,0,0,58,1,No
4066,5567-WSELE,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.6,279.55,Male,1,1,0,3,1,Yes
4067,5568-DMXZS,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,65.45,554.45,Female,0,0,0,8,1,No
4068,5569-IDSEY,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),105.7,7472.15,Male,0,1,0,71,1,Yes
4069,5569-KGJHX,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),85.35,754.65,Female,0,1,1,9,1,Yes
4070,5569-OUICF,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),101.3,2812.2,Female,1,1,0,28,1,Yes
4071,5570-PTWEH,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),75.15,216.75,Female,0,1,0,3,1,Yes
4072,5570-ZGMEU,no info,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),104.9,7559.55,Male,0,1,1,72,1,No
4073,5572-ZDXHY,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Mailed check,84.3,1855.65,Female,0,0,0,22,1,No
4074,5574-NXZIU,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),109.2,7049.75,Male,0,0,0,63,1,No
4075,5575-GNVDE,No,DSL,Yes,No,Yes,No,No,No,One year,0,Mailed check,56.95,1889.5,Male,0,0,0,34,1,No
4076,5575-TPIZQ,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),89.15,4245.55,Male,0,0,0,46,1,Yes
4077,5577-OTWWW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.75,297.3,Female,0,0,0,15,1,No
4078,5578-NKCXI,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,0,Credit card (automatic),99.25,5846.65,Female,0,1,1,58,1,No
4079,5583-EJXRD,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Credit card (automatic),54.05,2375.2,Male,0,1,1,44,0,No phone service
4080,5583-SXDAG,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,70.0,70,Male,0,1,0,1,1,No
4081,5585-WEFDD,no info,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,76.35,Female,0,1,1,4,1,No
4082,5590-BYNII,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.75,2095,Male,0,0,0,22,1,Yes
4083,5590-YRFJT,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,24.45,482.8,Female,0,1,0,20,0,No phone service
4084,5590-ZSKRV,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Mailed check,54.65,482.25,Female,0,1,1,8,1,No
4085,5593-SUAOO,No,Fiber optic,No,Yes,Yes,No,No,No,One year,0,Bank transfer (automatic),83.15,2033.05,Female,0,1,1,24,1,Yes
4086,5597-GLBUC,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,85.45,85.45,Female,0,0,0,1,1,No
4087,5598-IKHQQ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.45,1866.45,Female,0,0,0,72,1,Yes
4088,5599-HVLTW,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),80.35,1058.1,Female,1,0,0,14,1,Yes
4089,5600-KTXFM,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,69.95,143.9,Male,0,1,1,2,1,No
4090,5600-PDUJF,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),49.5,312.7,Male,0,0,0,6,1,No
4091,5602-BVFMK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.3,228.75,Female,0,0,0,12,1,No
4092,5605-IYGFG,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),69.85,515.45,Female,0,0,0,7,1,No
4093,5605-XNWEN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),25.0,1802.55,Male,1,1,0,72,1,Yes
4094,5606-AMZBO,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),78.15,765.15,Female,0,1,0,10,1,Yes
4095,5609-CEBID,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,94.1,1782.4,Female,1,0,0,20,1,Yes
4096,5609-IMCGG,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),84.35,1302.65,Female,0,0,0,15,1,Yes
4097,5614-DNZCE,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Credit card (automatic),64.9,3795.45,Female,0,0,0,58,1,No
4098,5616-PRTNT,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.4,374.5,Male,0,0,1,20,1,No
4099,5619-PTMIK,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,53.1,2459.8,Female,0,1,0,46,1,Yes
4100,5619-XZZKR,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.95,68.2,Male,0,0,0,4,1,No
4101,5622-UEJFI,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.4,949.8,Female,0,1,1,35,1,Yes
4102,5624-BQSSA,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.95,20.95,Female,0,0,0,1,1,No
4103,5624-RYAMH,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.5,178.85,Female,0,0,0,9,1,No
4104,5626-MGTUK,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),89.1,1879.25,Female,0,0,0,20,1,Yes
4105,5627-TVBPP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.1,644.5,Female,0,0,1,35,1,No
4106,5628-FCGYG,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.1,1737.45,Male,0,0,0,21,1,Yes
4107,5628-RKIFK,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,0,Credit card (automatic),101.55,5070.4,Female,1,0,0,49,1,Yes
4108,5630-AHZIL,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),64.5,177.4,Female,0,0,1,3,1,No
4109,5630-IXDXV,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.35,4849.1,Female,0,0,0,47,1,Yes
4110,5639-NTUPK,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),52.1,670.65,Male,0,0,1,13,1,No
4111,5640-CAXOA,No,DSL,No,No,No,Yes,No,Yes,One year,1,Credit card (automatic),40.35,1187.05,Female,0,0,0,30,0,No phone service
4112,5641-DMBFJ,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,84.3,4916.4,Female,0,1,0,58,1,Yes
4113,5642-MHDQT,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.85,1039.45,Female,0,1,1,53,1,No
4114,5644-PDMZC,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,89.5,161.5,Female,1,0,0,2,1,Yes
4115,5647-FXOTP,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.9,6401.25,Female,1,1,0,60,1,Yes
4116,5647-URDKA,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.7,130.25,Male,0,1,1,8,1,No
4117,5649-ANRML,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,1,Credit card (automatic),95.1,180.25,Male,1,0,0,2,1,No
4118,5649-RXQTV,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.0,5038.15,Male,0,0,0,51,1,No
4119,5649-TJHOV,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),36.5,1032,Male,1,1,0,27,0,No phone service
4120,5649-VUKMC,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,0,Mailed check,95.5,1115.15,Female,0,0,0,12,1,No
4121,5650-VDUDS,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,24.25,96.05,Female,0,0,0,4,0,No phone service
4122,5650-YLIBA,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,81.15,2640.55,Male,0,0,0,31,1,Yes
4123,5651-CPDND,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,46.0,492.1,Male,0,0,0,10,1,No
4124,5651-CRHKQ,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,1,Bank transfer (automatic),86.2,3339.05,Female,0,1,0,41,1,No
4125,5651-WYIPH,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),49.85,865.75,Female,1,0,0,18,1,No
4126,5651-YLPRD,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,86.1,2723.75,Female,0,1,1,32,1,No
4127,5652-MSDEY,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,75.75,777.3,Female,0,0,0,10,1,Yes
4128,5653-ITXJK,no info,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,49.2,1498.55,Female,0,1,0,31,1,No
4129,5655-JSMZM,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.2,4718.25,Male,1,0,0,49,1,Yes
4130,5656-JAMLX,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.85,1253.65,Male,0,0,0,62,1,No
4131,5656-MJEFC,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),48.15,2032.3,Male,0,1,1,42,0,No phone service
4132,5663-QBGIS,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,0,Bank transfer (automatic),98.35,6929.4,Male,1,1,0,72,1,Yes
4133,5666-CYCYZ,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,89.55,2259.35,Female,0,0,0,24,1,Yes
4134,5666-MBJPT,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),25.1,1725,Male,0,0,0,65,1,Yes
4135,5668-MEISB,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),106.1,7657.4,Female,0,1,1,72,1,Yes
4136,5669-SRAIP,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,39.5,210.75,Female,0,0,0,5,0,No phone service
4137,5671-RQRLP,No,Fiber optic,No,No,No,No,No,No,Two year,1,Credit card (automatic),75.65,5411.4,Female,1,1,0,70,1,Yes
4138,5671-UUNXD,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,1,Electronic check,100.65,5189.75,Female,1,1,0,50,1,Yes
4139,5673-FSSMF,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,60.15,60.15,Female,0,0,0,1,1,Yes
4140,5673-TIYIB,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,1,Credit card (automatic),40.4,77.15,Male,0,0,0,2,0,No phone service
4141,5676-CFLYY,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),73.35,5154.5,Male,0,1,1,71,1,No
4142,5678-VFNEQ,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),104.1,7412.25,Female,0,1,0,71,1,Yes
4143,5680-LQOGP,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),82.45,5646.6,Female,0,0,0,68,1,No
4144,5681-LLOEI,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,1,Credit card (automatic),91.25,4013.8,Male,0,1,1,43,1,Yes
4145,5684-FJVYR,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,1,Bank transfer (automatic),90.35,6563.4,Female,0,1,1,72,1,Yes
4146,5685-IIXLY,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,83.6,404.2,Female,0,1,1,5,1,No
4147,5686-CMAWK,No,Fiber optic,No,No,Yes,Yes,No,No,One year,0,Electronic check,86.75,1410.25,Male,0,0,0,17,1,Yes
4148,5687-DKDTV,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,77.5,Female,0,0,0,4,1,No
4149,5688-KZTSN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,20.0,288.05,Male,0,1,1,15,1,No
4150,5692-FPTAH,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.4,45.4,Female,0,0,0,1,1,No
4151,5692-ICXLW,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,90.7,2845.15,Male,1,0,0,31,1,Yes
4152,5693-PIPCS,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),99.65,4220.35,Male,0,0,0,41,1,No
4153,5696-CEIQJ,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),103.15,6895.5,Male,0,1,1,67,1,No
4154,5696-EXCYS,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.45,369.05,Male,0,0,0,17,1,No
4155,5696-JVVQY,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,1,Credit card (automatic),70.1,3238.4,Female,0,1,1,48,1,No
4156,5696-QURRL,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.05,45.05,Male,0,0,0,1,1,No
